iter	Logloss
223	0.4146835763
224	0.4140838623
225	0.4133430699
226	0.4126190186
227	0.4119463239
228	0.4115678188
229	0.4109297398
230	0.410302996
231	0.409885995
232	0.4094330706
233	0.4089112636
234	0.4083961705
235	0.4078394427
236	0.4072233364
237	0.4067646136
238	0.4063908168
239	0.4060322789
240	0.4055083357
241	0.4049182129
242	0.4040761021
243	0.4034883336
244	0.4030065046
245	0.4025047956
246	0.4021085031
247	0.4017967006
248	0.4013161795
249	0.4008756801
250	0.400285165
251	0.399868818
252	0.3993096052
253	0.3988976179
254	0.3983806937
255	0.3980269078
256	0.3973502895
257	0.3968077305
258	0.3963769531
259	0.3957937186
260	0.3954503959
261	0.3950147356
262	0.3941757638
263	0.3935976737
264	0.3929495675
265	0.3923402623
266	0.3919234794
267	0.3915185547
268	0.391030753
269	0.3906332397
270	0.3901575579
271	0.3897222464
272	0.3892801339
273	0.3888360596
274	0.3884615217
275	0.3878645107
276	0.3874030849
277	0.3869159372
278	0.3864728655
279	0.385799517
280	0.385305045
281	0.384967477
282	0.3845984759
283	0.3841767665
284	0.3838780866
285	0.3835467529
286	0.38312997
287	0.3827129691
288	0.3821983119
289	0.3817195347
290	0.3812514823
291	0.3807841274
292	0.38047372
293	0.3799134173
294	0.3795073591
295	0.3791066197
296	0.3784955706
297	0.3781161935
298	0.3776747785
299	0.3773417446
300	0.3769762748
301	0.3768252563
302	0.3764385114
303	0.3758542306
304	0.3753681292
305	0.3749561855
306	0.3745360456
307	0.3740289307
308	0.3736148943
309	0.3730224609
310	0.3726591274
311	0.3721711949
312	0.3716734968
313	0.3711208235
314	0.3707107544
315	0.3701351493
316	0.3697542899
317	0.369355338
318	0.3689997646
319	0.3684481812
320	0.3681802368
321	0.3678039115
322	0.3673856027
323	0.3668813651
324	0.3662433733
325	0.3658342634
326	0.3654581778
327	0.3651300049
328	0.3644563511
329	0.364132625
330	0.3637636893
331	0.3633395604
332	0.3631019592
333	0.3628069632
334	0.3624480329
335	0.3621795654
336	0.3618847874
337	0.3614615522
338	0.3611032104
339	0.3606792341
340	0.360479235
341	0.3601082502
342	0.3597447641
343	0.3593912833
344	0.3588868059
345	0.3584131513
346	0.3581243025
347	0.3574639675
348	0.3571668352
349	0.356819785
350	0.356542184
351	0.3560957772
352	0.3557538278
353	0.3554393659
354	0.3551472691
355	0.3547857012
356	0.3544308254
357	0.3540924726
358	0.3537937273
359	0.3534724644
360	0.3530963135
361	0.3527750506
362	0.3524860273
363	0.3522429984
364	0.3518832397
365	0.3515678188
366	0.3513993182
367	0.3510093471
368	0.3506454904
369	0.3502246966
370	0.3498671177
371	0.3492602757
372	0.3488093349
373	0.3481827872
374	0.3478785052
375	0.3474360875
376	0.3471404811
377	0.3466401018
378	0.3462635585
379	0.3459899466
380	0.3458076259
381	0.34530256
382	0.3449129813
383	0.3444662476
384	0.3441569301
385	0.3438319615
386	0.3433062962
387	0.3428986468
388	0.3425728498
389	0.3422164045
390	0.3418274798
391	0.3415123422
392	0.3408543178
393	0.3404501343
394	0.3402419608
395	0.3398942784
396	0.3395957293
397	0.3392978777
398	0.3388845171
399	0.3385965184
400	0.3382063075
401	0.3379260472
402	0.3374878584
403	0.3372922189
404	0.3370386614
405	0.336762085
406	0.3365657697
407	0.3361853463
408	0.3358702741
409	0.335491551
410	0.3351756505
411	0.3348983547
412	0.3345718166
413	0.3342200579
414	0.3338149588
415	0.3334756906
416	0.3332003784
417	0.3327904619
418	0.3324026925
419	0.332132067
420	0.331607884
421	0.3311878749
422	0.3308666556
423	0.3305609785
424	0.3302229091
425	0.3299150303
426	0.3295528085
427	0.3291509138
428	0.3288652693
429	0.3284989275
430	0.3283449445
431	0.3280446952
432	0.3277311053
433	0.3274722726
434	0.3271954346
435	0.3269947597
436	0.3267149353
437	0.3264954049
438	0.3263239615
439	0.3261130851
440	0.3257520403
441	0.325304391
442	0.3249627686
443	0.3246275984
444	0.3243827166
445	0.3240570286
446	0.3238376944
447	0.323500933
448	0.3230007499
449	0.3224495588
450	0.3220310756
451	0.3216715785
452	0.3214603969
453	0.3211409433
454	0.3205718776
455	0.3203643799
456	0.3200491987
457	0.3196564157
458	0.3193756104
459	0.3190766253
460	0.3187682234
461	0.3184713527
462	0.3182230922
463	0.3179830933
464	0.3176265826
465	0.3173282078
466	0.3169794791
467	0.3168150112
468	0.3165014212
469	0.3162315151
470	0.3159927804
471	0.3157718331
472	0.3155236816
473	0.3152436611
474	0.3149932425
475	0.3146171788
476	0.314344635
477	0.3140326146
478	0.3137420436
479	0.3133960179
480	0.3132315063
481	0.3127865165
482	0.3125378418
483	0.31218253
484	0.3119588797
485	0.3116997855
486	0.3114320156
487	0.3111931937
488	0.3109459141
489	0.3105978612
490	0.3101273891
491	0.309831761
492	0.3094112723
493	0.3091589791
494	0.3089722552
495	0.3087801252
496	0.3086235482
497	0.3084063721
498	0.3081033543
499	0.3078721837
500	0.3075832258
501	0.3073352487
502	0.3069441877
503	0.3066922433
504	0.3064788382
505	0.3062393624
506	0.3059507533
507	0.3057476153
508	0.3055755615
509	0.3052968052
510	0.3049680001
511	0.3046900068
512	0.3044204712
513	0.3041141183
514	0.303736921
515	0.3033978925
516	0.3031301444
517	0.3028498622
518	0.3024285235
519	0.302142552
520	0.3017572457
521	0.3014769418
522	0.3012050956
523	0.300992388
524	0.3007528905
525	0.300476859
526	0.3001551165
527	0.2999383981
528	0.2996282959
529	0.2992752729
530	0.2990362985
531	0.2986609105
532	0.298407026
533	0.2981120736
534	0.2978353882
535	0.2975227574
536	0.2971599906
537	0.2969524275
538	0.296698216
539	0.2962534441
540	0.2960288783
541	0.2956124878
542	0.2952805873
543	0.2950429208
544	0.2946704102
545	0.2944317627
546	0.2942670332
547	0.2939645168
548	0.2937180655
549	0.2934628296
550	0.2932700675
551	0.2928734262
552	0.2926276071
553	0.2924039568
554	0.2920901271
555	0.291688167
556	0.2914553397
557	0.2911162458
558	0.2906814575
559	0.2902972848
560	0.2898345729
561	0.2894127546
562	0.2892177473
563	0.2888651167
564	0.2886894444
565	0.2884393311
566	0.2881413923
567	0.2878737531
568	0.2875163923
569	0.2872314017
570	0.2870970372
571	0.286748897
572	0.2865012251
573	0.2861505563
574	0.2858482143
575	0.2855122375
576	0.2851661464
577	0.2847833252
578	0.284377485
579	0.2842629569
580	0.2839857047
581	0.2836934989
582	0.2834417507
583	0.2831570871
584	0.2829591588
585	0.2827382115
586	0.2826127407
587	0.2823325021
588	0.2821126447
589	0.2819234794
590	0.2816589137
591	0.2814163644
592	0.2810554286
593	0.2808294678
594	0.2806208583
595	0.2804684884
596	0.2801986258
597	0.2799485561
598	0.2796415057
599	0.2794362531
600	0.2792400905
601	0.278793335
602	0.2785828291
603	0.2782322475
604	0.2778641837
605	0.2774510847
606	0.2771047538
607	0.2768801226
608	0.2765247018
609	0.2761729213
610	0.2759450204
611	0.2756675938
612	0.2753977748
613	0.2751955741
614	0.2750434222
615	0.274835859
616	0.2746644156
617	0.2744046021
618	0.2741817801
619	0.2739471872
620	0.2737297712
621	0.273419887
622	0.2732211304
623	0.2729773603
624	0.2727651542
625	0.2724705287
626	0.272270159
627	0.2719712612
628	0.2718004935
629	0.2715822492
630	0.2712750898
631	0.2710949053
632	0.2707475935
633	0.2704353551
634	0.270262146
635	0.270002921
636	0.2697250366
637	0.2693919373
638	0.2691104998
639	0.2688135638
640	0.2685879299
641	0.2681472778
642	0.2679225813
643	0.2675331334
644	0.2672870309
645	0.2671108137
646	0.2669755336
647	0.2667998396
648	0.2665892683
649	0.266242545
650	0.2659555708
651	0.2656903076
652	0.2655628095
653	0.2652843148
654	0.2649733407
655	0.2647598921
656	0.2643594796
657	0.2641307286
658	0.2638230242
659	0.2636091178
660	0.2634229606
661	0.2630317034
662	0.2627044678
663	0.262345799
664	0.2621914237
665	0.2620472935
666	0.2619018555
667	0.2617544338
668	0.2615658133
669	0.2613282122
670	0.2610926601
671	0.2607807704
672	0.2605304827
673	0.2603381566
674	0.2602045986
675	0.2599677822
676	0.259818028
677	0.2595186724
678	0.2592633057
679	0.2589979771
680	0.2587935747
681	0.2585973031
682	0.2584017944
683	0.2580338396
684	0.2578164673
685	0.2575867353
686	0.2573883711
687	0.2571574184
688	0.2568870544
689	0.2567362322
690	0.256444179
691	0.256207319
692	0.2559312221
693	0.2556735229
694	0.2553945051
695	0.2552312143
696	0.254999455
697	0.2547479466
698	0.254501212
699	0.2543667603
700	0.2542033604
701	0.2539775957
702	0.2538177708
703	0.2535944039
704	0.2532803345
705	0.2530627005
706	0.2529211426
707	0.2525772749
708	0.2523954119
709	0.252369472
710	0.2520872498
711	0.2518942261
712	0.2516073172
713	0.2514539228
714	0.2512360055
715	0.2509969875
716	0.2508301217
717	0.2506239537
718	0.2504034424
719	0.2502151489
720	0.2500504194
721	0.249901777
722	0.2496680123
723	0.2494817679
724	0.2492776489
725	0.2490176392
726	0.2487890625
727	0.2485681588
728	0.2484363229
729	0.2482616534
730	0.2480080523
731	0.2478226144
732	0.2475803266
733	0.2473610796
734	0.2472384644
735	0.2469568525
736	0.2468610927
737	0.2465255737
738	0.2463667297
739	0.2460768345
740	0.2458995274
741	0.2456478664
742	0.2454090663
743	0.2452246312
744	0.2449865505
745	0.2447766985
746	0.2445440456
747	0.2443700736
748	0.244105072
749	0.2439568002
750	0.2437657819
751	0.2434519741
752	0.2431970215
753	0.2428796387
754	0.2426112802
755	0.2423445347
756	0.2421426828
757	0.2419114685
758	0.2417290388
759	0.2416341945
760	0.241237139
761	0.2410816302
762	0.2409520176
763	0.2407219151
764	0.2405928258
765	0.2403266253
766	0.2400750732
767	0.2398271397
768	0.2395505197
769	0.2393346296
770	0.2390934099
771	0.2388998413
772	0.2386220442
773	0.2384540231
774	0.2382640512
775	0.2379652405
776	0.237755127
777	0.2375566755
778	0.237350987
779	0.2371674892
780	0.2369765799
781	0.2368069676
782	0.2366159058
783	0.2363310024
784	0.2361711775
785	0.2359791783
786	0.235841108
787	0.235592041
788	0.2354383196
789	0.2351596723
790	0.2350268773
791	0.2347613307
792	0.2345470319
793	0.2342463466
794	0.2338929095
795	0.2337718201
796	0.2333714076
797	0.233122079
798	0.2329588536
799	0.2327789307
800	0.2323653739
801	0.2320888192
802	0.2317741176
803	0.2314743042
804	0.2313071115
805	0.2309978594
806	0.2308673968
807	0.2307012068
808	0.2304419381
809	0.2301971
810	0.2299648176
811	0.2298280988
812	0.2295043727
813	0.2293353707
814	0.2292463466
815	0.2290141296
816	0.2287530518
817	0.2285390363
818	0.2283643668
819	0.2281723022
820	0.2279453169
821	0.227675803
822	0.2275305176
823	0.2273284476
824	0.2270635332
825	0.2268714251
826	0.2266411046
827	0.2264115252
828	0.2262841361
829	0.2260707746
830	0.2259164211
831	0.2257611084
832	0.2256368583
833	0.2254130772
834	0.2250302124
835	0.2248238482
836	0.2245175607
837	0.2242422703
838	0.2240099226
839	0.2238026646
840	0.2235486276
841	0.2233085196
842	0.2230384391
843	0.2228379604
844	0.2226780701
845	0.2224362183
846	0.222202628
847	0.2219801549
848	0.2216773769
849	0.2214474923
850	0.2212346976
851	0.2210674177
852	0.2207670375
853	0.2205227225
854	0.2203436279
855	0.2201026263
856	0.2199871608
857	0.2197736032
858	0.2194796099
859	0.2192565918
860	0.2190581839
861	0.2188458688
862	0.2186094448
863	0.2184342957
864	0.218231332
865	0.2178674752
866	0.2177335249
867	0.2175336129
868	0.217419172
869	0.2171830096
870	0.2169386074
871	0.2167668806
872	0.2164946638
873	0.2162594604
874	0.2160452924
875	0.2158331299
876	0.2156451852
877	0.215481829
878	0.2151804025
879	0.2149928938
880	0.2147562081
881	0.2146332223
882	0.2144259862
883	0.2142348371
884	0.2140802002
885	0.2139176941
886	0.2135995919
887	0.2134653582
888	0.2132511902
889	0.2129751369
890	0.2127353341
891	0.2124629429
892	0.2122956412
893	0.2121760341
894	0.2119929286
895	0.2116856602
896	0.2115244184
897	0.2112841797
898	0.2111112322
899	0.2109130205
900	0.2107751465
901	0.2105583409
902	0.2102607509
903	0.2100418527
904	0.2099293082
905	0.2097608294
906	0.2095543126
907	0.2092388262
908	0.2090012905
909	0.2088848441
910	0.2086354719
911	0.2083421544
912	0.208130188
913	0.2079739598
914	0.2077916391
915	0.2076096017
916	0.2073840768
917	0.2071724592
918	0.2070034572
919	0.2068234253
920	0.2067062596
921	0.2065488543
922	0.2062873622
923	0.2060619027
924	0.2059196254
925	0.2057161386
926	0.2054857962
927	0.2053225926
928	0.2051647295
929	0.2050270299
930	0.204874115
931	0.2045876639
932	0.2044545419
933	0.2042893328
934	0.2041246687
935	0.2038719395
936	0.2037145778
937	0.2035573687
938	0.2034099034
939	0.2031584821
940	0.2030253819
941	0.2028189741
942	0.2025799125
943	0.2023653303
944	0.2021391514
945	0.2019196865
946	0.2017235238
947	0.2015041678
948	0.2013424247
949	0.2012396022
950	0.2010316031
951	0.2008847264
952	0.2005743626
953	0.2003439331
954	0.2001171875
955	0.1998950631
956	0.1996691459
957	0.1993382263
958	0.199143437
959	0.198999721
960	0.198855896
961	0.1986378261
962	0.1983936419
963	0.1981917681
964	0.1980407497
965	0.1978279332
966	0.1976225499
967	0.1973996408
968	0.1972441319
969	0.1970843506
970	0.1969165911
971	0.1966744559
972	0.1964777047
973	0.1962482997
974	0.1960660662
975	0.1958071899
976	0.1956975882
977	0.1955067444
978	0.1953550938
979	0.1951504953
980	0.1950023324
981	0.1948342024
982	0.1947099522
983	0.1945228577
984	0.1942914254
985	0.1940985107
986	0.1939702497
987	0.1937064689
988	0.1935493687
989	0.1932557896
990	0.1931341117
991	0.1928989955
992	0.1926746695
993	0.1925472151
994	0.1924009923
995	0.192277832
996	0.1921528843
997	0.192008558
998	0.1918415615
999	0.1917010934
